region_type,region,year,week,total_specimens,total_a,total_b,percent_positive,percent_a,percent_b,wk_date,a_2009_h1n1,a_h1,a_h3,a_subtyping_not_performed,a_unable_to_subtype,b,h3n2v,weighted_ili,unweighted_ili,age_0_4,age_25_49,age_25_64,age_5_24,age_50_64,age_65,ilitotal,num_of_providers,total_patients,week_start,season_week,season,regionnew,baseline,season_week_date,season_week_label,rili_minus,avg_rili_minus1,sd_rili_minus1,max_rili_minus,avg_rili_minus,sd_rili_minus,z_score,z_score_bin,rili_minus_is_max
HHS Regions,hhs6,2008,39,87,NA,NA,0,NA,NA,9/21/2008,0,0,0,0,0,0,0,1.52085,1.57879,41,NA,116,85,NA,14,256,46,16215,9/21/2008,9,2007/2008,hhs6,4.1,NA,NA,0.371,0.394637266,0.309512807,1.320714791,0.404937221,0.324406387,-0.104801255,"(-1,0]",FALSE
HHS Regions,hhs7,2008,39,299,NA,NA,1.00334,NA,NA,9/21/2008,0,0,0,3,0,0,0,0.378678,0.451005,7,NA,6,8,NA,1,22,26,4878,9/21/2008,9,2007/2008,hhs7,1.9,NA,NA,0.197,0.317273887,0.346317319,1.551276032,0.369378241,0.365195928,-0.47118195,"(-1,0]",FALSE
HHS Regions,hhs8,2008,39,83,NA,NA,0,NA,NA,9/21/2008,0,0,0,0,0,0,0,0.211139,0.348537,25,NA,32,26,NA,21,104,46,29839,9/21/2008,9,2007/2008,hhs8,1.6,NA,NA,0.132,0.312051349,0.398748839,1.865237256,0.392990492,0.497495595,-0.524685283,"(-1,0]",FALSE
HHS Regions,hhs9,2008,39,380,NA,NA,0.789474,NA,NA,9/21/2008,0,2,0,1,0,0,0,0.949761,0.869653,85,NA,59,89,NA,26,259,87,29782,9/21/2008,9,2007/2008,hhs9,3.4,NA,NA,0.277,0.399216041,0.266678657,1.011136558,0.446049271,0.278433474,-0.606655251,"(-1,0]",FALSE
HHS Regions,hhs10,2008,39,0,NA,NA,0,NA,NA,9/21/2008,0,0,0,0,0,0,0,2.27872,2.83311,26,NA,6,30,NA,2,64,15,2259,9/21/2008,9,2007/2008,hhs10,3.3,NA,NA,0.691,0.341848473,0.324168314,1.343715253,0.359941544,0.291940957,1.132351116,"(1,2]",FALSE
HHS Regions,hhs1,2008,40,173,NA,NA,0,NA,NA,9/28/2008,0,0,0,0,0,0,0,0.456622,0.455814,29,NA,33,83,NA,15,160,122,35102,9/28/2008,10,2008/2009,hhs1,1.5,9/29/2019,29-Sep,0.304,0.472661246,0.209120298,1.241111402,0.466160279,0.331205506,-0.488354237,"(-1,0]",FALSE
HHS Regions,hhs2,2008,40,432,NA,NA,0,NA,NA,9/28/2008,0,0,0,0,0,0,0,0.712588,1.11043,401,NA,244,310,NA,59,1014,71,91316,9/28/2008,10,2008/2009,hhs2,2.9,9/29/2019,29-Sep,0.246,0.667678551,0.817579124,4.151656351,0.612362082,0.680951465,-0.53842616,"(-1,0]",FALSE
HHS Regions,hhs3,2008,40,347,NA,NA,0,NA,NA,9/28/2008,0,0,0,0,0,0,0,1.43352,1.20114,176,NA,298,365,NA,54,893,142,74346,9/28/2008,10,2008/2009,hhs3,3.5,9/29/2019,29-Sep,0.41,0.550369277,0.219728376,1.147776915,0.553135953,0.37726545,-0.380524669,"(-1,0]",FALSE
HHS Regions,hhs4,2008,40,444,NA,NA,0.900901,NA,NA,9/28/2008,0,0,0,2,0,2,0,0.993264,1.21551,338,NA,352,770,NA,66,1526,335,125544,9/28/2008,10,2008/2009,hhs4,2,9/29/2019,29-Sep,0.492,0.520949398,0.381464423,2.140537111,0.527810362,0.429699756,-0.082970782,"(-1,0]",FALSE
HHS Regions,hhs5,2008,40,145,NA,NA,0,NA,NA,9/28/2008,0,0,0,0,0,0,0,0.645469,0.706973,177,NA,155,241,NA,25,598,242,84586,9/28/2008,10,2008/2009,hhs5,1.9,9/29/2019,29-Sep,0.34,0.554028851,0.291612843,1.566127268,0.540674946,0.367952893,-0.546141702,"(-1,0]",FALSE
HHS Regions,hhs6,2008,40,370,NA,NA,0.810811,NA,NA,9/28/2008,0,0,0,3,0,0,0,2.10322,1.90443,157,NA,205,260,NA,28,650,140,34131,9/28/2008,10,2008/2009,hhs6,4.6,9/29/2019,29-Sep,0.454,0.443184105,0.388374915,1.9700676,0.455242438,0.403253933,-0.004284901,"(-1,0]",FALSE
HHS Regions,hhs7,2008,40,162,NA,NA,0,NA,NA,9/28/2008,0,0,0,0,0,0,0,0.528797,0.501305,9,NA,12,48,NA,4,73,64,14562,9/28/2008,10,2008/2009,hhs7,1.8,9/29/2019,29-Sep,0.294,0.485550214,0.336924398,1.812870872,0.486560444,0.569241522,-0.338668782,"(-1,0]",FALSE
HHS Regions,hhs8,2008,40,139,NA,NA,1.43885,NA,NA,9/28/2008,0,0,0,1,0,1,0,0.388526,0.378881,24,NA,44,39,NA,32,139,78,36687,9/28/2008,10,2008/2009,hhs8,1.5,9/29/2019,29-Sep,0.255,0.568471511,0.667751052,3.345876947,0.510768478,0.693791882,-0.368234369,"(-1,0]",FALSE
HHS Regions,hhs9,2008,40,416,NA,NA,1.44231,NA,NA,9/28/2008,0,2,0,2,0,2,0,1.25641,1.03077,189,NA,116,199,NA,40,544,203,52776,9/28/2008,10,2008/2009,hhs9,2.7,9/29/2019,29-Sep,0.459,0.570842593,0.274987642,1.459038044,0.537367415,0.321478848,-0.244936738,"(-1,0]",FALSE
HHS Regions,hhs10,2008,40,131,NA,NA,1.52672,NA,NA,9/28/2008,0,1,0,0,0,1,0,1.24201,1.29515,35,NA,17,37,NA,1,90,38,6949,9/28/2008,10,2008/2009,hhs10,3.5,9/29/2019,29-Sep,0.349,0.531110172,0.52640955,2.496589474,0.554197243,0.589332546,-0.347435354,"(-1,0]",FALSE
HHS Regions,hhs1,2008,41,175,NA,NA,0,NA,NA,10/5/2008,0,0,0,0,0,0,0,0.5976,0.534609,36,NA,46,101,NA,7,190,127,35540,10/5/2008,11,2008/2009,hhs1,1.5,NA,NA,0.398,0.508846134,0.26945708,1.605260715,0.541234445,0.365784919,-0.390487518,"(-1,0]",FALSE
HHS Regions,hhs2,2008,41,344,NA,NA,0.290698,NA,NA,10/5/2008,0,0,0,1,0,0,0,0.956882,1.23378,437,NA,288,366,NA,63,1154,82,93534,10/5/2008,11,2008/2009,hhs2,2.9,NA,NA,0.329,0.750765157,0.680121455,3.256254113,0.739612834,0.707624075,-0.580269557,"(-1,0]",FALSE
HHS Regions,hhs3,2008,41,375,NA,NA,0.266667,NA,NA,10/5/2008,0,0,0,0,0,1,0,1.29668,1.03038,154,NA,320,333,NA,41,848,156,82300,10/5/2008,11,2008/2009,hhs3,3.5,NA,NA,0.369,0.605068167,0.286500565,1.337933333,0.60410742,0.267824586,-0.876003845,"(-1,0]",FALSE
HHS Regions,hhs4,2008,41,473,NA,NA,0,NA,NA,10/5/2008,0,0,0,0,0,0,0,0.983261,1.29158,594,NA,334,694,NA,66,1688,349,130693,10/5/2008,11,2008/2009,hhs4,2,NA,NA,0.492,0.582598931,0.318561966,1.939691716,0.558193397,0.330502696,-0.201398954,"(-1,0]",FALSE
HHS Regions,hhs5,2008,41,175,NA,NA,1.14286,NA,NA,10/5/2008,0,1,0,0,0,1,0,0.630293,0.724475,216,NA,125,274,NA,29,644,251,88892,10/5/2008,11,2008/2009,hhs5,1.9,NA,NA,0.328,0.641381837,0.345879895,1.820302606,0.621364955,0.374286291,-0.783953485,"(-1,0]",FALSE
HHS Regions,hhs6,2008,41,439,NA,NA,0.911162,NA,NA,10/5/2008,0,0,0,4,0,0,0,1.6535,1.63342,159,NA,163,219,NA,33,574,149,35141,10/5/2008,11,2008/2009,hhs6,4.6,NA,NA,0.356,0.478043757,0.414640207,2.097171957,0.47716313,0.38254077,-0.316258681,"(-1,0]",FALSE
HHS Regions,hhs7,2008,41,179,NA,NA,0,NA,NA,10/5/2008,0,0,0,0,0,0,0,0.320973,0.411555,15,NA,10,23,NA,5,53,65,12878,10/5/2008,11,2008/2009,hhs7,1.8,NA,NA,0.178,0.532332174,0.538533491,2.790843053,0.522916851,0.488016396,-0.70612078,"(-1,0]",FALSE
HHS Regions,hhs8,2008,41,173,NA,NA,1.7341,NA,NA,10/5/2008,0,0,0,1,0,2,0,0.212938,0.297415,17,NA,37,31,NA,19,104,74,34968,10/5/2008,11,2008/2009,hhs8,1.5,NA,NA,0.139,0.591878334,0.848008447,4.340705164,0.598510196,0.779771398,-0.588651027,"(-1,0]",FALSE
HHS Regions,hhs9,2008,41,396,NA,NA,1.76768,NA,NA,10/5/2008,0,4,0,2,0,1,0,1.25885,1.08046,201,NA,140,206,NA,57,604,208,55902,10/5/2008,11,2008/2009,hhs9,2.7,NA,NA,0.458,0.580726046,0.275388095,1.395977493,0.58472916,0.257138938,-0.492846647,"(-1,0]",FALSE
HHS Regions,hhs10,2008,41,145,NA,NA,3.44828,NA,NA,10/5/2008,0,0,4,0,0,1,0,1.17039,1.16306,32,NA,22,44,NA,2,100,39,8598,10/5/2008,11,2008/2009,hhs10,3.5,NA,NA,0.323,0.658434244,0.469383863,2.098089474,0.586549233,0.434257175,-0.607204797,"(-1,0]",FALSE
HHS Regions,hhs1,2008,42,184,NA,NA,0,NA,NA,10/12/2008,0,0,0,0,0,0,0,0.446498,0.401146,22,NA,30,76,NA,12,140,125,34900,10/12/2008,12,2008/2009,hhs1,1.5,NA,NA,0.298,0.642195954,0.530185206,2.353097633,0.629284271,0.577572529,-0.574159816,"(-1,0]",FALSE
HHS Regions,hhs2,2008,42,380,NA,NA,0,NA,NA,10/12/2008,0,0,0,0,0,0,0,0.828672,1.19048,453,NA,285,337,NA,61,1136,87,95424,10/12/2008,12,2008/2009,hhs2,2.9,NA,NA,0.286,0.800394794,0.639892028,2.494092308,0.754674186,0.618135671,-0.758612133,"(-1,0]",FALSE
HHS Regions,hhs3,2008,42,349,NA,NA,0,NA,NA,10/12/2008,0,0,0,0,0,0,0,1.06657,1.02132,158,NA,307,325,NA,46,836,151,81855,10/12/2008,12,2008/2009,hhs3,3.5,NA,NA,0.305,0.656884814,0.292769466,1.501885616,0.646599579,0.298379006,-1.145741778,"(-2,-1]",FALSE
HHS Regions,hhs4,2008,42,545,NA,NA,1.46789,NA,NA,10/12/2008,0,0,0,7,0,1,0,0.92156,1.1863,504,NA,320,638,NA,91,1553,355,130911,10/12/2008,12,2008/2009,hhs4,2,NA,NA,0.454,0.571031863,0.298081327,1.844007106,0.587607421,0.306301107,-0.436143263,"(-1,0]",FALSE
HHS Regions,hhs5,2008,42,205,NA,NA,0,NA,NA,10/12/2008,0,0,0,0,0,0,0,0.603091,0.760073,237,NA,153,253,NA,44,687,256,90386,10/12/2008,12,2008/2009,hhs5,1.9,NA,NA,0.317,0.668684176,0.470559356,2.610641556,0.67655239,0.433652527,-0.828165528,"(-1,0]",FALSE
HHS Regions,hhs6,2008,42,390,NA,NA,1.53846,NA,NA,10/12/2008,0,0,0,3,0,3,0,1.38716,1.36208,145,NA,121,194,NA,17,477,152,35020,10/12/2008,12,2008/2009,hhs6,4.6,NA,NA,0.297,0.510261528,0.357532668,1.863011341,0.502233955,0.366516264,-0.56018458,"(-1,0]",FALSE
HHS Regions,hhs7,2008,42,174,NA,NA,0,NA,NA,10/12/2008,0,0,0,0,0,0,0,0.542403,0.59891,22,NA,25,41,NA,12,100,71,16697,10/12/2008,12,2008/2009,hhs7,1.8,NA,NA,0.301,0.550868166,0.575544471,3.045170697,0.555639045,0.538372127,-0.472357376,"(-1,0]",FALSE
HHS Regions,hhs8,2008,42,180,NA,NA,1.11111,NA,NA,10/12/2008,0,0,1,1,0,0,0,0.518505,0.565659,59,NA,67,58,NA,16,200,79,35357,10/12/2008,12,2008/2009,hhs8,1.5,NA,NA,0.342,0.635180742,0.845357483,4.313460268,0.605518953,0.782561499,-0.336957194,"(-1,0]",FALSE
HHS Regions,hhs9,2008,42,402,NA,NA,4.97512,NA,NA,10/12/2008,0,13,1,4,0,2,0,1.42404,1.2022,217,NA,142,243,NA,40,642,204,53402,10/12/2008,12,2008/2009,hhs9,2.7,NA,NA,0.501,0.602618841,0.229450628,1.303807449,0.604715146,0.25409039,-0.407464496,"(-1,0]",FALSE
HHS Regions,hhs10,2008,42,128,NA,NA,0.78125,NA,NA,10/12/2008,0,0,1,0,0,0,0,1.55287,1.48827,52,NA,17,54,NA,2,125,45,8399,10/12/2008,12,2008/2009,hhs10,3.5,NA,NA,0.44,0.570103283,0.278123841,1.485755603,0.617723367,0.399338803,-0.444515912,"(-1,0]",FALSE
HHS Regions,hhs1,2008,43,211,NA,NA,0,NA,NA,10/19/2008,0,0,0,0,0,0,0,0.550387,0.511424,35,NA,55,91,NA,18,199,129,38911,10/19/2008,13,2008/2009,hhs1,1.5,NA,NA,0.367,0.736810723,0.807064964,3.4375,0.710729194,0.733081263,-0.46898556,"(-1,0]",FALSE
HHS Regions,hhs2,2008,43,414,NA,NA,0.241546,NA,NA,10/19/2008,0,0,0,0,0,1,0,0.819794,1.18852,450,NA,259,360,NA,57,1126,89,94740,10/19/2008,13,2008/2009,hhs2,2.9,NA,NA,0.282,0.712862605,0.553715116,2.464384487,0.802428883,0.680367762,-0.764915897,"(-1,0]",FALSE
HHS Regions,hhs3,2008,43,389,NA,NA,0.514139,NA,NA,10/19/2008,0,1,0,0,0,1,0,1.40942,1.22221,185,NA,367,398,NA,60,1010,153,82637,10/19/2008,13,2008/2009,hhs3,3.5,NA,NA,0.401,0.677845756,0.323777667,1.802130926,0.703144622,0.401145305,-0.754149641,"(-1,0]",FALSE
HHS Regions,hhs4,2008,43,649,NA,NA,1.23267,NA,NA,10/19/2008,0,0,0,6,0,2,0,1.04495,1.34701,576,NA,454,755,NA,91,1876,365,139271,10/19/2008,13,2008/2009,hhs4,2,NA,NA,0.516,0.609191468,0.31505556,1.913148225,0.622468537,0.292998346,-0.363257782,"(-1,0]",FALSE
HHS Regions,hhs5,2008,43,251,NA,NA,4.38247,NA,NA,10/19/2008,0,2,0,4,0,5,0,0.686608,0.835794,238,NA,162,324,NA,46,770,259,92128,10/19/2008,13,2008/2009,hhs5,1.9,NA,NA,0.346,0.719591157,0.487558425,2.738471291,0.698425238,0.476187649,-0.741072672,"(-1,0]",FALSE
HHS Regions,hhs6,2008,43,432,NA,NA,2.08333,NA,NA,10/19/2008,0,0,0,4,0,5,0,1.54191,1.57039,167,NA,136,190,NA,20,513,135,32667,10/19/2008,13,2008/2009,hhs6,4.6,NA,NA,0.328,0.518396579,0.339243163,1.625173758,0.536565984,0.336688629,-0.618825278,"(-1,0]",FALSE
HHS Regions,hhs7,2008,43,188,NA,NA,0,NA,NA,10/19/2008,0,0,0,0,0,0,0,0.377616,0.43824,10,NA,21,34,NA,5,70,70,15973,10/19/2008,13,2008/2009,hhs7,1.8,NA,NA,0.21,0.583716796,0.52387909,2.791772222,0.571715943,0.536506506,-0.674603705,"(-1,0]",FALSE
HHS Regions,hhs8,2008,43,176,NA,NA,0,NA,NA,10/19/2008,0,0,0,0,0,0,0,0.470801,0.443856,44,NA,61,37,NA,19,161,79,36273,10/19/2008,13,2008/2009,hhs8,1.5,NA,NA,0.314,0.589497781,0.678526638,3.549165247,0.596509377,0.702731838,-0.402204694,"(-1,0]",FALSE
HHS Regions,hhs9,2008,43,516,NA,NA,5.81395,NA,NA,10/19/2008,0,19,0,10,0,1,0,1.35762,1.11551,222,NA,130,237,NA,50,639,201,57283,10/19/2008,13,2008/2009,hhs9,2.7,NA,NA,0.474,0.630800552,0.26462805,1.45636995,0.635182307,0.260236351,-0.620950596,"(-1,0]",FALSE
HHS Regions,hhs10,2008,43,208,NA,NA,0,NA,NA,10/19/2008,0,0,0,0,0,0,0,1.44267,1.40861,49,NA,23,48,NA,1,121,47,8590,10/19/2008,13,2008/2009,hhs10,3.5,NA,NA,0.412,0.624632576,0.437911124,2.249147368,0.613733039,0.341403466,-0.590332644,"(-1,0]",FALSE
HHS Regions,hhs1,2008,44,243,NA,NA,0.411523,NA,NA,10/26/2008,0,0,1,0,0,0,0,0.629068,0.606239,50,NA,39,103,NA,34,226,131,37279,10/26/2008,14,2008/2009,hhs1,1.5,NA,NA,0.418,0.753180904,0.850549746,4.488247646,0.734728376,0.754588959,-0.42019638,"(-1,0]",FALSE
HHS Regions,hhs2,2008,44,444,NA,NA,0.225225,NA,NA,10/26/2008,0,0,0,1,0,0,0,0.991578,1.25656,478,NA,270,371,NA,40,1159,89,92236,10/26/2008,14,2008/2009,hhs2,2.9,NA,NA,0.341,0.89402925,0.836376555,3.977020216,0.826294477,0.659023425,-0.736151565,"(-1,0]",FALSE
HHS Regions,hhs3,2008,44,436,NA,NA,0.917431,NA,NA,10/26/2008,0,1,0,1,0,2,0,1.64878,1.35879,225,NA,403,390,NA,53,1071,156,78820,10/26/2008,14,2008/2009,hhs3,3.5,NA,NA,0.467,0.774703297,0.547042358,2.847645833,0.717339808,0.406351423,-0.616662394,"(-1,0]",FALSE
HHS Regions,hhs4,2008,44,681,NA,NA,1.46843,NA,NA,10/26/2008,0,1,0,6,0,3,0,1.27305,1.53995,681,NA,601,846,NA,161,2289,373,148641,10/26/2008,14,2008/2009,hhs4,2,NA,NA,0.627,0.687182279,0.265073438,1.750534122,0.668445858,0.268484344,-0.153706474,"(-1,0]",FALSE
HHS Regions,hhs5,2008,44,246,NA,NA,0,NA,NA,10/26/2008,0,0,0,0,0,0,0,0.639526,0.757117,198,NA,194,242,NA,54,688,258,90871,10/26/2008,14,2008/2009,hhs5,1.9,NA,NA,0.337,0.70700038,0.491169395,2.745480356,0.710475979,0.4471394,-0.836167307,"(-1,0]",FALSE
HHS Regions,hhs6,2008,44,522,NA,NA,1.53257,NA,NA,10/26/2008,0,2,0,6,0,0,0,2.16741,2.0261,203,NA,172,299,NA,48,722,148,35635,10/26/2008,14,2008/2009,hhs6,4.6,NA,NA,0.464,0.581039845,0.323752147,1.483710259,0.586511933,0.369839173,-0.331379039,"(-1,0]",FALSE
HHS Regions,hhs7,2008,44,201,NA,NA,0,NA,NA,10/26/2008,0,0,0,0,0,0,0,0.238077,0.284504,5,NA,9,27,NA,2,43,67,15114,10/26/2008,14,2008/2009,hhs7,1.8,NA,NA,0.132,0.580562868,0.533424796,2.819468754,0.578199736,0.481843286,-0.925476705,"(-1,0]",FALSE
HHS Regions,hhs8,2008,44,219,NA,NA,0.456621,NA,NA,10/26/2008,0,0,1,0,0,0,0,0.476816,0.385395,26,NA,50,43,NA,16,135,75,35029,10/26/2008,14,2008/2009,hhs8,1.5,NA,NA,0.316,0.564849608,0.592310556,3.093162906,0.568217348,0.55761668,-0.451549457,"(-1,0]",FALSE
HHS Regions,hhs9,2008,44,351,NA,NA,5.12821,NA,NA,10/26/2008,0,9,1,7,0,1,0,0.869323,0.90587,206,NA,100,171,NA,42,519,202,57293,10/26/2008,14,2008/2009,hhs9,2.7,NA,NA,0.305,0.672127528,0.29048606,1.52840383,0.641136275,0.266350682,-1.260278986,"(-2,-1]",FALSE
HHS Regions,hhs10,2008,44,202,NA,NA,0,NA,NA,10/26/2008,0,0,0,0,0,0,0,1.67029,1.60237,47,NA,31,55,NA,2,135,46,8425,10/26/2008,14,2008/2009,hhs10,3.5,NA,NA,0.477,0.646463259,0.297337553,1.602063158,0.661035268,0.379111006,-0.484843625,"(-1,0]",FALSE
HHS Regions,hhs1,2008,45,267,NA,NA,0.374532,NA,NA,11/2/2008,0,0,0,0,0,1,0,0.797354,0.742927,51,NA,108,110,NA,18,287,129,38631,11/2/2008,15,2008/2009,hhs1,1.5,NA,NA,0.53,0.714193502,0.621973271,3.414190761,0.711170046,0.660306706,-0.275011003,"(-1,0]",FALSE
HHS Regions,hhs2,2008,45,587,NA,NA,0.170358,NA,NA,11/2/2008,0,0,1,0,0,0,0,1.21382,1.34216,588,NA,276,424,NA,50,1338,94,99690,11/2/2008,15,2008/2009,hhs2,2.9,NA,NA,0.418,0.871991575,0.563647809,2.379482933,0.852566571,0.628481643,-0.691700392,"(-1,0]",FALSE
HHS Regions,hhs3,2008,45,460,NA,NA,0.217391,NA,NA,11/2/2008,0,1,0,0,0,0,0,1.91851,1.43736,245,NA,448,496,NA,52,1241,166,86339,11/2/2008,15,2008/2009,hhs3,3.5,NA,NA,0.547,0.69947037,0.318727363,1.636012326,0.741029951,0.407631678,-0.476105923,"(-1,0]",FALSE
HHS Regions,hhs4,2008,45,717,NA,NA,1.25523,NA,NA,11/2/2008,0,1,0,7,0,1,0,1.14333,1.51601,697,NA,520,817,NA,100,2134,354,140764,11/2/2008,15,2008/2009,hhs4,2,NA,NA,0.564,0.708963826,0.218693378,1.507392364,0.717420736,0.230644478,-0.663061384,"(-1,0]",FALSE
HHS Regions,hhs5,2008,45,288,NA,NA,2.08333,NA,NA,11/2/2008,0,2,0,1,0,3,0,0.745354,0.873285,251,NA,227,319,NA,38,835,267,95616,11/2/2008,15,2008/2009,hhs5,1.9,NA,NA,0.384,0.704836401,0.373829664,2.186780789,0.699565731,0.380025228,-0.830068261,"(-1,0]",FALSE
HHS Regions,hhs6,2008,45,656,NA,NA,1.82927,NA,NA,11/2/2008,0,5,0,2,0,5,0,1.63041,1.5399,164,NA,159,178,NA,42,543,144,35262,11/2/2008,15,2008/2009,hhs6,4.6,NA,NA,0.348,0.660099376,0.439207748,2.214978355,0.646147999,0.38985669,-0.764882737,"(-1,0]",FALSE
HHS Regions,hhs7,2008,45,257,NA,NA,0,NA,NA,11/2/2008,0,0,0,0,0,0,0,0.246876,0.252032,8,NA,12,16,NA,4,40,69,15871,11/2/2008,15,2008/2009,hhs7,1.8,NA,NA,0.137,0.570319545,0.399420155,2.162421605,0.568016188,0.402792942,-1.069688193,"(-2,-1]",FALSE
HHS Regions,hhs8,2008,45,272,NA,NA,1.10294,NA,NA,11/2/2008,0,0,0,2,0,1,0,0.544768,0.453037,28,NA,69,56,NA,19,172,80,37966,11/2/2008,15,2008/2009,hhs8,1.5,NA,NA,0.359,0.550304654,0.387774976,2.094437291,0.573807341,0.445231894,-0.482073095,"(-1,0]",FALSE
HHS Regions,hhs9,2008,45,496,NA,NA,7.05645,NA,NA,11/2/2008,0,22,2,10,0,1,0,0.888239,1.02419,194,NA,121,188,NA,47,550,204,53701,11/2/2008,15,2008/2009,hhs9,2.7,NA,NA,0.306,0.620480744,0.252208785,1.356654222,0.678678517,0.300021929,-1.242959928,"(-2,-1]",FALSE
HHS Regions,hhs10,2008,45,154,NA,NA,1.94805,NA,NA,11/2/2008,0,2,0,1,0,0,0,1.96893,1.80751,50,NA,41,64,NA,2,157,48,8686,11/2/2008,15,2008/2009,hhs10,3.5,NA,NA,0.552,0.71200997,0.400443419,2.180126316,0.678861802,0.350794687,-0.362802405,"(-1,0]",FALSE
HHS Regions,hhs1,2008,46,264,NA,NA,0,NA,NA,11/9/2008,0,0,0,0,0,0,0,0.791971,0.714689,46,NA,79,117,NA,24,266,126,37219,11/9/2008,16,2008/2009,hhs1,1.5,NA,NA,0.528,0.666135732,0.485046699,2.708596286,0.692225949,0.475037209,-0.345752458,"(-1,0]",FALSE
HHS Regions,hhs2,2008,46,488,NA,NA,0.204918,NA,NA,11/9/2008,0,0,0,1,0,0,0,1.17905,1.42178,646,NA,262,415,NA,61,1384,95,97343,11/9/2008,16,2008/2009,hhs2,2.9,NA,NA,0.406,0.791678888,0.446408763,2.245930769,0.861947557,0.524121252,-0.870431647,"(-1,0]",FALSE
HHS Regions,hhs3,2008,46,536,NA,NA,0.186567,NA,NA,11/9/2008,0,1,0,0,0,0,0,1.88425,1.51395,276,NA,406,518,NA,61,1261,160,83292,11/9/2008,16,2008/2009,hhs3,3.5,NA,NA,0.537,0.748916186,0.332281347,1.9656875,0.782698499,0.389343007,-0.630153229,"(-1,0]",FALSE
HHS Regions,hhs4,2008,46,770,NA,NA,1.68831,NA,NA,11/9/2008,0,2,0,6,0,5,0,1.33448,1.72897,822,NA,599,964,NA,97,2482,373,143554,11/9/2008,16,2008/2009,hhs4,2,NA,NA,0.656,0.756116104,0.209677873,1.38328142,0.773687969,0.222919503,-0.528051819,"(-1,0]",FALSE
HHS Regions,hhs5,2008,46,229,NA,NA,0,NA,NA,11/9/2008,0,0,0,0,0,0,0,0.830782,0.926453,250,NA,199,339,NA,58,846,263,91316,11/9/2008,16,2008/2009,hhs5,1.9,NA,NA,0.437,0.686860413,0.256436378,1.606971107,0.714368716,0.282710345,-0.980208319,"(-1,0]",FALSE
HHS Regions,hhs6,2008,46,833,NA,NA,2.40096,NA,NA,11/9/2008,0,6,0,8,0,6,0,1.48737,1.4445,155,NA,146,180,NA,41,522,150,36137,11/9/2008,16,2008/2009,hhs6,4.6,NA,NA,0.316,0.697304777,0.406613342,2.159515715,0.702058448,0.424245664,-0.910982649,"(-1,0]",FALSE
HHS Regions,hhs7,2008,46,286,NA,NA,0,NA,NA,11/9/2008,0,0,0,0,0,0,0,0.387511,0.484127,19,NA,12,25,NA,5,61,64,12600,11/9/2008,16,2008/2009,hhs7,1.8,NA,NA,0.215,0.553166151,0.240204342,1.366679282,0.584742431,0.304850982,-1.211931612,"(-2,-1]",FALSE
HHS Regions,hhs8,2008,46,284,NA,NA,0.352113,NA,NA,11/9/2008,0,0,0,1,0,0,0,0.237538,0.318849,16,NA,44,42,NA,19,121,77,37949,11/9/2008,16,2008/2009,hhs8,1.5,NA,NA,0.158,0.606267762,0.332574322,1.662498248,0.613579596,0.383814358,-1.187497343,"(-2,-1]",FALSE
HHS Regions,hhs9,2008,46,554,NA,NA,4.69314,NA,NA,11/9/2008,0,16,2,7,0,1,0,1.01415,1.18268,245,NA,111,207,NA,42,605,202,51155,11/9/2008,16,2008/2009,hhs9,2.7,NA,NA,0.358,0.743427278,0.350193473,2.060876036,0.723293276,0.312164853,-1.17024744,"(-2,-1]",FALSE
HHS Regions,hhs10,2008,46,174,NA,NA,0,NA,NA,11/9/2008,0,0,0,0,0,0,0,1.47984,1.4746,37,NA,31,47,NA,4,119,45,8070,11/9/2008,16,2008/2009,hhs10,3.5,NA,NA,0.423,0.678112176,0.360381087,1.726826316,0.735436105,0.466451,-0.670219758,"(-1,0]",FALSE
HHS Regions,hhs1,2008,47,276,NA,NA,0,NA,NA,11/16/2008,0,0,0,0,0,0,0,0.800609,0.702459,55,NA,41,128,NA,28,252,129,35874,11/16/2008,17,2008/2009,hhs1,1.5,NA,NA,0.534,0.696348614,0.274071138,1.657345302,0.684195592,0.339759051,-0.442832233,"(-1,0]",FALSE
HHS Regions,hhs2,2008,47,560,NA,NA,0,NA,NA,11/16/2008,0,0,0,0,0,0,0,1.23391,1.50213,728,NA,249,411,NA,43,1431,96,95265,11/16/2008,17,2008/2009,hhs2,2.9,NA,NA,0.425,0.922172206,0.569397575,2.88788455,0.848521708,0.484612928,-0.872934826,"(-1,0]",FALSE
HHS Regions,hhs3,2008,47,491,NA,NA,0.610998,NA,NA,11/16/2008,0,0,0,0,0,3,0,1.73532,1.42636,228,NA,434,436,NA,55,1153,163,80835,11/16/2008,17,2008/2009,hhs3,3.5,NA,NA,0.493,0.899708943,0.484156043,2.561511701,0.811952195,0.375768495,-0.849394902,"(-1,0]",FALSE
HHS Regions,hhs4,2008,47,755,NA,NA,2.64901,NA,NA,11/16/2008,0,0,0,10,0,10,0,1.34703,1.64632,809,NA,561,917,NA,151,2438,377,148088,11/16/2008,17,2008/2009,hhs4,2,NA,NA,0.656,0.855983978,0.224082736,1.348040624,0.801610657,0.223368627,-0.653346616,"(-1,0]",FALSE
